gempId,title,rarity,imageUrl
1_121,At Last We Will Have Revenge,rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/121atlastwewillhaverevenge.gif
1_122,Begin Landing Your Troops,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/122beginlandingyourtroops.gif
1_123,Boonta Eve Podrace,uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/123boontaevepodrace.gif
1_124,Grueling Contest,uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/124gruelingcontest.gif
1_125,In Complete Control,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/125incompletecontrol.gif
1_126,Kaa Bazza Kundee Hodrudda!,uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/126kaabazzakundeehodrudda.gif
1_127,Opee Sea Killer,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/127opeeseakiller.gif
1_128,Podrace Preparation,uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/128podracepreparation.gif
1_129,Sandstorm,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/129sandstorm.gif
1_130,Sniper,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/130sniper.gif
1_131,The Invasion Is On Schedule,common,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/131theinvasionisonschedule.gif
1_132,Vile Gangsters,uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/132vilegangsters.gif
1_133,Watto's Wager,uncommon,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/133wattoswager.gif
1_134,You Have Been Well Trained,rare,https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/134youhavebeenwelltrained.gif
2_120,I Object!,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/120iobject.gif
2_121,I Will Deal With Them Myself,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/121iwilldealwiththemmyself.gif
2_122,Let Them Make The First Move,rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/122letthemmakethefirstmove.gif
2_123,Move Against The Jedi First,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/123moveagainstthejedifirst.gif
2_124,Open Fire!,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/124openfire.gif
2_125,Seal Off The Bridge,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/125sealoffthebridge.gif
2_126,Start Your Engines!,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/126startyourengines.gif
2_127,Switch To Bio,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/127switchtobio.gif
2_128,Take Them To Camp Four,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/128takethemtocampfour.gif
2_129,Very Unusual,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/129veryunusual.gif
2_130,Vote Of No Confidence,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/130voteofnoconfidence.gif
2_131,We Are Meeting No Resistance,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/131wearemeetingnoresistance.gif
2_132,We Have Them On The Run,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/132wehavethemontherun.gif
2_133,Yoka To Bantha Poodoo,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/133yokatobanthapoodoo.gif
2_134,Your Little Insurrection Is At An End,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/dark/134yourlittleinsurrectionis.gif
2_52,Balance To The Force,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/52balancetotheforce.gif
2_53,Brave Little Droid,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/53bravelittledroid.gif
2_54,Dos Mackineeks No Comen Here!,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/54dosmackineeksnocomenhere.gif
2_55,Galactic Chancellor,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/55galacticchancellor.gif
2_56,Hate Leads To Suffering,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/56hateleadstosuffering.gif
2_57,I Will Not Cooperate,uncommon,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/57iwillnotcooperate.gif
2_58,Invasion!,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/58invasion.gif
2_59,May The Force Be With You,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/59maytheforcebewithyou.gif
2_60,Senator Palpatine,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/60senatorpalpatine.gif
2_61,The Might Of The Republic,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/61themightoftherepublic.gif
2_62,We Don't Have Time For This,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/62wedonthavetimeforthis.gif
2_63,We Wish To Board At Once,common,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/63wewishtoboardatonce.gif
2_64,Wisdom Of The Council,rare,https://res.starwarsccg.org/youngjedi/cards/thejedicouncil/light/64wisdomofthecouncil.gif
3_118,A Thousand Terrible Things,common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/118athousandterriblethings.gif
3_119,Armored Assault,common,https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/dark/119armoredassault.gif
