"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.gempId","Input.title","Input.rarity","Input.imageUrl","Answer.1-red.on","Answer.1-white.on","Answer.2-orange.on","Answer.2-white.on","Answer.3-blue.on","Answer.3-white.on","Answer.4-white.on","Answer.4-yellow.on","Answer.5-green.on","Answer.5-white.on","Answer.6-purple.on","Answer.6-white.on","Answer.counters","Answer.damage","Answer.destiny","Answer.lore","Answer.power","Approve","Reject"
"3TD33TP5DK18SGYATSXUEUTNJFUAB2","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3NQL1CS15R7RJWSD4H7C7C1OMAXVYQ","A26OPH28YZPNP3","Approved","Wed Jul 28 08:29:26 PDT 2021","Wed Jul 28 08:45:02 PDT 2021","Sat Jul 31 08:45:02 PDT 2021","Wed Jul 28 11:14:03 PDT 2021","","","936","100% (10/10)","100% (10/10)","100% (10/10)","3_20","Naboo Officer, Commander","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/20nabooofficercommander.gif","true","false","false","false","false","false","false","false","false","false","false","false","2","1","4","we'll handle this. Qui-Gon","2"
"3IKMEYR0LVUKGG70MQH87FTFULBK2P","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3Z9WI9EOZZNRHQ8CVDPHJ3V4GG7HKL","AE62GL4CCNGDS","Approved","Wed Jul 28 08:02:33 PDT 2021","Wed Jul 28 08:23:33 PDT 2021","Sat Jul 31 08:23:33 PDT 2021","Wed Jul 28 08:26:45 PDT 2021","","","1260","100% (39/39)","100% (39/39)","100% (39/39)","3_21","Naboo Bureaucrat, Official","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/21naboobureaucratofficial.gif","true","false","false","false","false","false","false","false","false","false","false","false","2","1","4","""We must continue to rely on negotiation.""- Queen Amidala","2"
"3A9LA2FRWRDUF69P4UZ4KD7JFD8HXT","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","34FNN24DCM8AL2DYYQPZ3E7P9MU5YS","A6XOGTTJ81ZQB","Approved","Wed Jul 28 08:22:18 PDT 2021","Wed Jul 28 08:26:27 PDT 2021","Sat Jul 31 08:26:27 PDT 2021","Wed Jul 28 08:36:40 PDT 2021","","","249","100% (9/9)","100% (9/9)","100% (9/9)","3_22","Naboo Security, Trooper","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/22naboosecuritytrooper.gif","false","false","false","false","false","false","false","false","true","false","false","false","2","1","3","""We have a plan, which should immobilize the droid army.""- Queen Amidala","2"
"3TCFMTM8HDNIAFLEEGBQ20XGLFB214","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3N1FSUEFL5ZPR8E7OPJBL1RAR3WD4S","A3KSAP865D3L7D","Approved","Wed Jul 28 08:37:55 PDT 2021","Wed Jul 28 08:56:24 PDT 2021","Sat Jul 31 08:56:24 PDT 2021","Wed Jul 28 11:02:01 PDT 2021","","","1109","100% (87/87)","100% (87/87)","100% (87/87)","3_23","Naboo Security, Defender","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/23naboosecuritydefender.gif","false","false","false","false","false","false","false","false","true","false","false","false","2","1","3","""We must do something quickly to stop the Federation."" - Queen Amidala","2"
"3I7SHAD35LVMS549DEBJIJ2RU6S7MX","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3SNLUL3WO4M76IWEGC8HHIX9ZPMLU3","A3KSAP865D3L7D","Approved","Wed Jul 28 08:38:50 PDT 2021","Wed Jul 28 09:11:39 PDT 2021","Sat Jul 31 09:11:39 PDT 2021","Wed Jul 28 11:00:35 PDT 2021","","","1969","100% (87/87)","100% (87/87)","100% (87/87)","3_24","Bravo Pilot, Ace Flyer","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/24bravopilotaceflyer.gif","false","false","false","false","true","false","false","false","false","false","false","false","2","1","4","""We will send what pilots we have to knock out the Droid Control Ship."" - Queen Amidala","2"
"329E6HTMSV191Y3JQQVDQPY70ZBK30","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3WQQ9FUS6ATXVC3PMWII7NJFQ4L8BS","A2KI119C3LYEFY","Approved","Wed Jul 28 09:52:02 PDT 2021","Wed Jul 28 09:54:43 PDT 2021","Sat Jul 31 09:54:43 PDT 2021","Wed Jul 28 11:00:29 PDT 2021","","","161","100% (79/79)","100% (79/79)","100% (79/79)","3_25","Coruscant Guard, Chancellor's Escort","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/25coruscantguardchancellors.gif","false","false","false","false","true","false","false","false","false","false","false","false","3","2","3","Coruscant Guards travel with me Supreme Chancellor to other planets","3"
"3TX9T2ZCB801HR4T0B9PI1XH21IZW7","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","39GXDJN2OTDC4Q1VRD9I8ZDMTVRV89","A3KSAP865D3L7D","Approved","Wed Jul 28 09:17:29 PDT 2021","Wed Jul 28 09:38:48 PDT 2021","Sat Jul 31 09:38:48 PDT 2021","Wed Jul 28 11:02:02 PDT 2021","","","1279","100% (87/87)","100% (87/87)","100% (87/87)","3_26","Alderaan Diplomat, Senator","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/26alderaandiplomatsenator.gif","false","false","false","false","true","false","false","false","false","false","false","false","2","1","3","The delegation from Alderaan holds much power in the Galactic Senate.","2"
"3SCKNODZ0WFSANP9PFQJVYRRZW27NX","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3X31TUMD7XLRXL5GEOYX6GSCORG1L9","A3KSAP865D3L7D","Approved","Wed Jul 28 09:01:27 PDT 2021","Wed Jul 28 09:24:12 PDT 2021","Sat Jul 31 09:24:12 PDT 2021","Wed Jul 28 11:02:00 PDT 2021","","","1365","100% (87/87)","100% (87/87)","100% (87/87)","3_27","Council Member, Naboo Governor","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/27councilmembernaboogoverno.gif","false","false","false","false","true","false","false","false","false","false","false","false","2","1","4","""Our only hope is for the Senate to side with us."" - Sio Bibble","2"
"3FW4EL5A3KNPZ03AXKB47J7LDLP22L","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3X66WABAJWH7LW5UQ1F0HH21QU7G39","A2KI119C3LYEFY","Approved","Wed Jul 28 07:59:17 PDT 2021","Wed Jul 28 08:05:27 PDT 2021","Sat Jul 31 08:05:27 PDT 2021","Wed Jul 28 08:20:06 PDT 2021","","","370","100% (79/79)","100% (79/79)","100% (79/79)","3_28","Gungan Warrior, Veteran","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/28gunganwarriorveteran.gif","false","false","false","false","false","false","false","false","false","true","false","false","2","1","3","When in trouble, Gungans go to sacred place - Jar Jar","2"
"33NKDW9FFWH3YYY9I2L39MA32L3CXF","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Wed Jul 28 07:58:25 PDT 2021","1","BatchId:4515234;OriginalHitTemplateId:928390855;","3600","259200","Wed Aug 04 07:58:25 PDT 2021","","","3SBEHTYCWN2MXQ8D5A8TSNBUE80IYF","A3TGHCWR9R8CCV","Approved","Wed Jul 28 08:24:01 PDT 2021","Wed Jul 28 08:55:33 PDT 2021","Sat Jul 31 08:55:33 PDT 2021","Wed Jul 28 11:00:29 PDT 2021","","","1892","100% (18/18)","100% (18/18)","100% (18/18)","3_29","Gungan Guard, Lookout","common","https://res.starwarsccg.org/youngjedi/cards/battleofnaboo/light/29gunganguardlookout.gif","false","false","false","false","false","false","false","false","false","false","false","false","2","1","4","""Deysa comin!""-Gungan guard","2"
